序號,案件名稱,最終違約金類型,案件類型數字
145,案件_145,"這份判決書內容屬於**損害賠償性編號2**。

雖然判決結果金額（311萬9700元）看似較高，但判決書詳細說明了該金額的組成：

* 返還第一期款項：2,096,997元
* 監造費用損失：375,689元
* 重新招標價差損失：2,025,014元
* 違約罰款：2,000元

這些都是基於原告實際發生的損失，並扣除了被告已繳納的履約保證金1,380,000元。  判決書中仔細地計算了每一項損失，並依據相關法條和契約條款說明其合理性。 因此，儘管總金額較高，但它並非額外罰款，而是對原告實際損失的賠償。  判決書也駁回了原告請求的逾期違約金，這進一步支持了其損害賠償而非懲罰性的性質。
",2
146,案件_146,"根據提供的法院判決書內容，該案件爭議焦點在於344萬3140元保證金的性質以及是否應予返還。法院最終判決上訴人（正傳營造）需返還此筆款項，並基於不當得利為由，而非契約中約定的懲罰性違約金。

雖然契約中約定違規轉包可沒收保證金，但法院認定因政府機關（被上訴人）已將保證金發還，且承包商的違約行為（轉包）造成政府機關的損失與已發還的保證金金額相符，因此認定此保證金性質為**損害賠償性編號2**。  法院並未認定此為超過實際損失的懲罰性違約金。  法院的判決是基於「給付型不當得利」，其核心在於因違約行為導致的給付缺乏法律上原因，而非對違約行為本身的額外懲罰。  因此，即便契約有懲罰性條款，法院的判決並未以此為依據。
",2
147,案件_147,"根據提供的法院判決書內容，判決結果中被告應給付原告新台幣29萬1,746元，以及利息。這筆金額是**損害賠償性編號2**。

判決書中詳細闡述了雙方在工程款項上的爭議，並根據契約條款、工程進度、雙方舉證等，最終確定了被告應支付的金額。  這筆錢並非額外罰金，而是法院根據事實和法律認定被告應支付的款項，用以補償原告的實際損失（即使是部分損失的補償）。  金額也並非遠超過合理損害賠償範圍。因此，更符合損害賠償性的定義。
",2
148,案件_148,"根據提供的判決書內容，此判決屬於**損害賠償性編號2**。

判決書詳細審理了原告與被告之間的工程款及鋼板樁租金糾紛，並逐條分析了雙方提出的主張和證據。法院最終判決被告應支付原告444萬9990元，這筆金額是基於雙方契約、實際工程款、鋼板樁租金，以及扣除被告提出的部分合理抵銷項目後計算得出的。

雖然判決書中提到了契約中的違約金條款，但法院並沒有將其作為懲罰性違約金來計算，而是詳細審理了被告主張違約的各項事實，並根據證據判斷其是否成立，最終僅扣除了部分被告有充分證據證明、且與實際損失相關的費用。  法院判決的金額與原告的實際損失（工程款和租金）密切相關，並非額外懲罰。因此，更符合損害賠償性的定義。
",2
149,案件_149,"根據提供的判決書內容，案件的核心爭議在於履約保證金的性質以及其是否可以與其他違約金和損害賠償互為抵銷。判決書中提到上訴人主張可以沒收履約保證金作為懲罰性違約金，而原審判決未充分說明履約保證金約定的性質以及其與其他債務的抵銷關係。

雖然判決書中提及了「送審逾期違約金」、「裁罰違約金」、「額外損害及衍生程序費用」等，但這些金額的計算依據與是否超過實際損失的比例並未在判決書中詳細說明。  因此無法明確判斷其是屬於懲罰性違約金還是損害賠償性違約金。

然而，由於上訴人主張將履約保證金作為**懲罰性**違約金，且最高法院認為原審判決未充分說明此點，因此，就本案提供的內容而言，選擇**懲罰性編號1**更為貼切。  因為核心爭議點著重在履約保證金的懲罰性性質，這更符合懲罰性違約金的定義和判決書中呈現的爭議焦點。
",1
150,案件_150,"根據提供的判決書內容，判決結果顯示的3,914,393元屬於**損害賠償性編號2**。

判決書詳細審理了雙方關於工程款、違約責任、損失計算等爭議，並非簡單地處罰一方。判決中明確計算了原告已完成工程的價值，並考慮了被告因原告違約而產生的額外費用（重新發包溢價及委託其他公司施作費用）。最終判決金額是雙方請求權經過抵銷後的結果，旨在補償原告的實際損失，而非對原告進行懲罰。  雖然判決書中提到了「懲罰性違約金」，但法院最終並沒有採納被告關於懲罰性違約金的請求。因此，最終的判決金額更符合損害賠償的性質。
",2
151,案件_151,"選擇 **損害賠償性編號2**

雖然判決書中提及履約保證金，並有部分被沒收，但這部分更接近於因違約而造成的損失補償，而非額外懲罰。  判決結果4,087,799元以及利息的計算，是基於雙方權利義務的平衡，考量原告已完成部分工程款、展延工期費用、保證金返還，並扣除被告因原告違約造成的損失（重新發包差額、設計監造費用、積水罰款）後得出的淨額。  整體而言，判決的金額試圖補償實際損失，而非對違約方進行額外的懲罰。  因此，更接近損害賠償性質。
",2
152,案件_152,"根據提供的內容，這份裁定書描述的是一宗承攬契約糾紛，上訴人（台運營造）主張被上訴人（文諺水電）應支付1386萬元的「懲罰性違約金」，理由是被上訴人逾期未修繕工程瑕疵。然而，法院認為上訴人自身行為（禁止被上訴人進場施工）導致被上訴人無法完成工程及驗收程序，因此上訴人要求支付的1386萬元違約金缺乏法律依據。

法院的裁定中，明確指出上訴人請求的1386萬元是「懲罰性違約金」，且認為此請求「難認有據」。這符合**懲罰性編號1**的描述：金額遠超過實際損害的合理比例（1386萬元遠高於54萬453元的修繕費用），且無法直接與實際損失或費用相連結，是對違約行為的額外懲罰。

因此，選擇 **懲罰性編號1**。
",1
153,案件_153,"本判決內容屬於**損害賠償性編號2**。

雖然判決中涉及金額（4億578萬5626元）以及利息計算，但這些金額是基於清隆公司與新竹縣政府間工程款糾紛的實際損失計算而來，並非額外罰金。判決詳細審理了雙方爭議的各個方面，包括債權轉讓的有效性、工程款的計算、違約金的性質和計算方式，以及抵銷的可能性。最終判決的金額是經過詳細計算和分析後得出的，目的是為了補償上訴人（黃慕堯）因債權轉讓而遭受的實際損失，而非對被上訴人（新竹縣政府）進行懲罰。  判決中提到的違約金，也經法院認定為損害賠償預定性違約金，而非懲罰性違約金。  因此，最接近的分類是損害賠償性。
",2
154,案件_154,"根據提供的判決書內容，契約中「加3倍賠償」的條款應被歸類為**懲罰性編號1**。

判決書中明確指出，系爭契約第30條第2項約定的「加3倍賠償」具有懲罰的性質。雖然判決書最後將該懲罰性違約金酌減至2倍，但這並未改變其本質，仍然是基於懲罰違約方，而非單純補償上訴人實際損失的機制。  判決書也詳細計算了上訴人的實際損失，並與懲罰性違約金區分開來計算。  因此，儘管有損害賠償的計算，但“加倍賠償”本身的設定目的即為懲罰，符合懲罰性違約金的定義。
",1
155,案件_155,"根據提供的判決書內容，履約保證金的沒入性質被法院認定為**懲罰性違約金 (編號1)**。

判決書中明確指出：「系爭履保金應轉為違約金」、「並非係就債務不履行損害賠償數額予以約定之損害賠償預定性質之違約金，而係以強制債務之履行為目的，確保債權效力所定強制罰之懲罰性違約金甚明」。  法院也駁回了合欣等公司關於違約金過高應予酌減的主張，認為違約情節重大，且合欣等公司未舉證說明違約金過高而顯失公平。

雖然判決書也涉及損害賠償的計算和抵銷，但這些是基於契約約定，用於計算最終的款項支付，而非違約金本身的性質判斷。  違約金的性質是由契約條款及法院的詮釋決定的，而法院明確將其歸類為懲罰性違約金。
",0
